job_id,job_name,created_at,started_at,finished_at,status,imported,harness,model,environment,harbor_runtime,dataset,dataset_version,n_trials,n_completed,n_resolved,resolution_rate,n_errored,n_cancelled,total_cost_usd,n_input_tokens,n_output_tokens,total_duration_seconds
0017241088a1,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:45Z,2026-08-24T11:15:45+00:00,2026-08-24T20:39:17Z,cancelled,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,397,382,291,0.733,11,4,,138161165,3336378,135192.4
1970c693b4a5,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:23Z,2026-08-24T11:15:25+00:00,2026-08-24T20:39:11Z,cancelled,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,309,299,237,0.767,10,0,974.2386,1147804991,4879099,135236.3
63518ecf1697,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:14Z,2026-08-23T16:23:14+00:00,2026-08-24T11:01:15Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,500,422,337,0.674,78,0,,215740329,9798701,266885.8
ac02f4ca2ef4,swebench-verified · pi · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:10Z,2026-08-23T16:23:10+00:00,2026-08-24T20:13:31Z,complete,False,pi,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,500,499,296,0.592,1,0,,464029895,8280900,398832.7
c57b386851fd,swebench-verified · opencode · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:05Z,2026-08-23T16:23:05+00:00,2026-08-24T11:50:40Z,complete,False,opencode,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,500,492,452,0.904,8,0,,982045490,9610509,277095.9
b1a03feecef5,swebench-verified · codex · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:01Z,2026-08-23T16:23:01+00:00,2026-08-24T06:10:29Z,complete,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,500,484,380,0.76,16,0,,437996154,5229043,197383.3
d2cf5ec25625,swebench-verified · mini-swe-agent · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:56Z,2026-08-23T16:22:56+00:00,2026-08-24T12:37:08Z,complete,False,mini-swe-agent,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,500,478,384,0.768,22,0,170.695,909180893,10762121,288750.6
1d4355e54894,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:52Z,2026-08-23T16:22:52+00:00,2026-08-24T05:18:53Z,complete,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,500,445,378,0.756,55,0,3750.0294,1121509858,3856887,184323
b252d25223c2,swebench-verified · pi · subconscious/glm-5.2 · Aug 23 13:50,2026-08-23T13:50:07Z,2026-08-23T13:50:07+00:00,2026-08-23T14:12:52Z,cancelled,False,pi,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,13,9,5,0.3846,0,4,,8456322,133945,5434.4
9ba980fa2672,swebench-verified · opencode · glm-5.2,2026-08-23T13:50:03.647238,,2026-08-23T14:12:49.528058Z,cancelled,False,opencode,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,12,8,7,0.5833,0,4,,18967550,190101,5456.5
e5da2bac294d,swebench-verified · codex · subconscious/glm-5.2 · Aug 23 13:49,2026-08-23T13:49:53Z,2026-08-23T13:49:55+00:00,2026-08-23T14:12:55Z,cancelled,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,24,20,13,0.5417,0,4,,10340580,142121,5494.8
35a24ae997bf,swebench-verified · claude-code · glm-5.2,2026-08-23T13:49:45.339539,,2026-08-23T14:12:50.669457Z,cancelled,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,28,22,18,0.6429,2,4,137.6524,42522272,122804,5534
50869ecbeb83,swebench-verified · subconscious-code · glm-5.2,2026-08-23T13:49:38.459962,,2026-08-23T14:12:50.295952Z,cancelled,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,18,6,7,0.3889,8,4,,3435696,155476,5558.8
628c2201c53f,swebench-verified · mini-swe-agent · glm-5.2,2026-08-23T13:49:31.299689,,2026-08-23T14:12:50.216843Z,cancelled,False,mini-swe-agent,openai/subconscious/glm-5.2,e2b,python,swebench-verified,1.0,12,5,3,0.25,3,4,2.9389,14066312,268160,5583.9
78c5acfaf7a1,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 23 02:15,2026-08-23T02:15:00Z,2026-08-23T02:15:00+00:00,2026-08-23T02:17:26Z,failed,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,2,1,1,0.5,1,0,,127707,13671,217.5
e668ec27414c,swebench-verified · mini-swe-agent · glm-gcp1n,2026-08-21T22:17:04+00:00,2026-08-21T22:17:04+00:00,2026-08-21T22:18:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1n,e2b,python,swebench-verified,1.0,73,4,0,0,23,46,1.6378,6748466,185919,5243.3
5d9ed1233870,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-17T18:30:25+00:00,2026-08-17T18:30:25+00:00,2026-08-17T19:00:35+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,142,46,29,0.2042,0,96,6.0047,29953703,454961,172791.5
3b0d9e4aa0e4,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-17T17:57:45+00:00,2026-08-17T17:57:45+00:00,2026-08-17T18:27:53+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,144,80,45,0.3125,0,64,11.4287,54398783,986702,114987.4
327e47460ed3,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T19:24:17+00:00,2026-08-03T19:24:17+00:00,2026-08-03T19:55:53+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,125,63,0.4922,0,3,10.5127,49799242,923502,42967.2
084529a5ade8,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T18:53:56+00:00,2026-08-03T18:53:56+00:00,2026-08-03T19:23:48+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,123,70,0.5469,0,5,11.9578,58202846,981389,95848.4
bc6cc90d9961,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T18:28:04+00:00,2026-08-03T18:28:04+00:00,2026-08-03T18:49:07+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,111,79,40,0.3604,0,32,7.8254,36541545,711795,40150.8
4c00e05c1215,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T17:34:31+00:00,2026-08-03T17:34:31+00:00,2026-08-03T17:57:18+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,6,0.6,0,0,1.292,6626433,90422,1360.7
e2b6cb54a94a,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T17:04:45+00:00,2026-08-03T17:04:45+00:00,2026-08-03T17:05:49+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,32,0,0,0,0,32,0.2706,968853,31923,1902.8
c217e5f2025d,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T21:25:53+00:00,2026-08-02T21:25:53+00:00,2026-08-02T21:47:24+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,92,68,38,0.413,0,24,7.4443,35730207,629876,30821.9
b9c30885cd9e,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T20:59:46+00:00,2026-08-02T20:59:46+00:00,2026-08-02T21:24:29+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,90,48,0.375,0,38,9.7069,45919442,855216,70427.7
50cd0ceee430,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T20:37:56+00:00,2026-08-02T20:37:56+00:00,2026-08-02T20:58:45+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,63,38,0.2969,0,65,8.1024,37713378,736616,97623.2
4dc3cca18ba9,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T20:01:37+00:00,2026-08-02T20:01:37+00:00,2026-08-02T20:27:36+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,109,58,0.4531,0,19,9.9214,46112863,914669,89297.5
8aad8a2df358,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T19:39:55+00:00,2026-08-02T19:39:55+00:00,2026-08-02T20:01:11+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,112,80,40,0.3571,0,32,8.184,38873855,709424,40546.8
0ad8b0b71b84,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T19:17:49+00:00,2026-08-02T19:17:49+00:00,2026-08-02T19:39:22+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,88,72,38,0.4318,0,16,6.8806,32267794,619263,20575.8
b196c14c0d62,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T18:54:36+00:00,2026-08-02T18:54:36+00:00,2026-08-02T19:17:14+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,64,56,31,0.4844,0,8,6.2057,30356677,502025,10808.7
798534b18238,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T18:30:50+00:00,2026-08-02T18:30:50+00:00,2026-08-02T18:48:12+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,0.9303,4389436,83082,1037.7
a37da5a53db2,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T17:49:53+00:00,2026-08-02T17:49:53+00:00,2026-08-02T18:08:36+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,6,0.6,0,0,0.9521,4647992,77122,1118.3
252f361e7100,swebench-verified · mini-swe-agent · glm,2026-08-02T17:10:16+00:00,2026-08-02T17:10:16+00:00,2026-08-02T17:30:50+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,0.8611,4005180,79772,1224.3
a418964b1aef,swebench-verified · mini-swe-agent · glm,2026-08-02T06:02:40+00:00,2026-08-02T06:02:40+00:00,2026-08-02T06:28:17+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,1.0743,5042722,97551,1531.8
493c4f5a67b0,swebench-verified · mini-swe-agent · glm,2026-08-02T01:00:30+00:00,2026-08-02T01:00:30+00:00,2026-08-02T01:23:55+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,0.9652,4299390,98306,1397.6
a1af9a62334a,swebench-verified · mini-swe-agent · glm,2026-08-01T18:37:43+00:00,2026-08-01T18:37:43+00:00,2026-08-01T18:55:36+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,0.6678,2861302,73155,1066.9
989ad9d5da13,swebench-verified · mini-swe-agent · glm,2026-08-01T02:24:11+00:00,2026-08-01T02:24:11+00:00,2026-08-01T02:43:42+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,0.88,4109070,80467,1165
db8d33490582,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T23:07:59+00:00,2026-07-31T23:07:59+00:00,2026-07-31T23:37:17+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,288,224,115,0.3993,0,64,22.7183,106862427,2025107,111290.7
af3ccf1bbb92,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T15:48:17+00:00,2026-07-31T15:48:17+00:00,2026-07-31T16:09:57+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,118,70,38,0.322,0,48,8.5446,40540616,743588,62019.3
a20ac827526e,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T15:23:36+00:00,2026-07-31T15:23:36+00:00,2026-07-31T15:47:48+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,107,83,43,0.4019,0,24,8.6299,40921158,757517,34647.4
d40332138b19,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T15:00:36+00:00,2026-07-31T15:00:36+00:00,2026-07-31T15:22:07+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,50,33,0.2578,0,78,7.911,39166082,605213,102518.8
f69b852a3a31,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T14:37:45+00:00,2026-07-31T14:37:45+00:00,2026-07-31T14:58:33+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,81,41,0.3203,0,47,7.8034,35368884,756323,77996
bddf96142cd8,swebench-verified · mini-swe-agent · glm,2026-07-31T14:37:02+00:00,2026-07-31T14:37:02+00:00,2026-07-31T15:02:26+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,1.1608,5755383,87625,1518.8
2c111fd17d0d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T14:08:46+00:00,2026-07-31T14:08:46+00:00,2026-07-31T14:37:19+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,119,61,0.4766,0,9,10.4027,48360081,960274,51818.7
efe8319eeede,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T13:42:47+00:00,2026-07-31T13:42:47+00:00,2026-07-31T14:06:01+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,7,0.7,0,0,1.2214,6044743,96374,1389.4
86dbe8e8384d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T05:53:10+00:00,2026-07-31T05:53:10+00:00,2026-07-31T06:18:37+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,91,46,0.3594,0,37,9.6512,45135679,873205,94537.9
2412c5f09a0a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T05:23:54+00:00,2026-07-31T05:23:55+00:00,2026-07-31T05:52:50+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,112,57,0.4453,0,16,9.6816,45206074,881477,41126.3
337daa029f34,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T05:02:19+00:00,2026-07-31T05:02:19+00:00,2026-07-31T05:23:24+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,102,70,34,0.3333,0,32,7.7203,36817339,662872,40267.5
0c7a707d53dc,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T04:27:27+00:00,2026-07-31T04:27:27+00:00,2026-07-31T04:52:08+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,89,48,0.375,0,39,9.2806,43276144,845538,70305.4
f44bad42c464,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T04:03:00+00:00,2026-07-31T04:03:00+00:00,2026-07-31T04:24:21+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,96,72,39,0.4062,0,24,7.9833,38812510,651014,30553.1
f35d517e62ae,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T03:39:01+00:00,2026-07-31T03:39:01+00:00,2026-07-31T04:02:28+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,76,68,32,0.4211,0,8,5.5385,25764831,507323,11175.8
e58e0638f1e9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T03:03:27+00:00,2026-07-31T03:03:27+00:00,2026-07-31T03:24:06+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,84,68,33,0.3929,0,16,6.367,29753077,576991,19718.1
1795a092f281,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T02:37:04+00:00,2026-07-31T02:37:04+00:00,2026-07-31T03:01:50+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,68,60,32,0.4706,0,8,6.4126,30964734,539756,11840.3
6c36c88a6139,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T19:53:34+00:00,2026-07-30T19:53:34+00:00,2026-07-30T19:57:04+00:00,failed,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,15,7,3,0.2,0,8,0.9799,4664904,84342,1640.5
9ad76195b1af,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T19:45:05+00:00,2026-07-30T19:59:27+00:00,2026-07-30T19:59:31+00:00,failed,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,14,14,8,0.5714,0,0,1.9775,9492640,168198,2129.1
dd9b2e371296,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T19:22:53+00:00,2026-07-30T19:22:53+00:00,2026-07-30T19:43:57+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,72,64,31,0.4306,0,8,4.8657,22554864,448084,10059.7
d9a7b0c70b3b,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T17:23:03+00:00,2026-07-30T17:23:03+00:00,2026-07-30T17:43:43+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,215,119,67,0.3116,0,96,9.0731,41964088,838354,118062.1
4f6a7b648506,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T16:40:53+00:00,2026-07-30T16:40:53+00:00,2026-07-30T17:01:35+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,289,193,97,0.3356,0,96,16.5545,76873302,1519991,117976
0e935739a934,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T16:07:45+00:00,2026-07-30T16:07:46+00:00,2026-07-30T16:28:27+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,291,195,96,0.3299,0,96,18.7618,86963291,1726818,117909.1
1557c781b448,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T15:41:06+00:00,2026-07-30T15:41:06+00:00,2026-07-30T16:06:37+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,275,211,97,0.3527,0,64,20.7206,96664516,1887921,97143.5
13986bd3ac97,swebench-verified · mini-swe-agent · glm,2026-07-30T15:35:42+00:00,2026-07-30T15:35:42+00:00,2026-07-30T16:01:54+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,6,0.6,0,0,1.1326,5678190,84492,1566.2
246a9156a882,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T15:02:47+00:00,2026-07-30T15:02:47+00:00,2026-07-30T15:28:16+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,270,206,102,0.3778,0,64,21.3218,100524660,1889157,97110.6
926892e02e0b,swebench-verified · mini-swe-agent · glm,2026-07-30T15:02:28+00:00,2026-07-30T15:02:28+00:00,2026-07-30T15:31:33+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.3773,6837032,107935,1739.3
f635b0579980,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T14:22:06+00:00,2026-07-30T14:22:06+00:00,2026-07-30T14:46:19+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,253,189,90,0.3557,0,64,19.5918,92119377,1751536,92281.4
07c8af32e7db,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T13:37:56+00:00,2026-07-30T13:37:56+00:00,2026-07-30T14:00:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,89,45,0.3516,0,39,8.8537,41558594,791638,65356.6
abce989ae2c8,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T05:53:13+00:00,2026-07-30T05:53:13+00:00,2026-07-30T06:14:03+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,95,71,41,0.4316,0,24,7.8066,38235075,623272,29838.2
54cf45254864,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T05:13:59+00:00,2026-07-30T05:13:59+00:00,2026-07-30T05:37:43+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,110,86,44,0.4,0,24,7.9141,36794901,726195,34002.7
9e0f0a72dcbf,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T04:45:33+00:00,2026-07-30T04:45:34+00:00,2026-07-30T05:13:09+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,92,44,0.3438,0,36,11.0189,52949896,930730,77544.1
2d7c8a6540ff,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T04:04:56+00:00,2026-07-30T04:04:56+00:00,2026-07-30T04:30:27+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,272,208,108,0.3971,0,64,21.4098,102788795,1810890,97214.8
2133dc6a96e6,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T03:25:28+00:00,2026-07-30T03:25:28+00:00,2026-07-30T03:51:07+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,261,197,102,0.3908,0,64,20.008,93825656,1804370,97689
ec5453c46a32,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T03:03:57+00:00,2026-07-30T03:03:57+00:00,2026-07-30T03:23:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,239,153,76,0.318,22,64,15.1602,71692159,1330891,76090.8
5f24caa332f0,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T00:57:51+00:00,2026-07-30T00:57:51+00:00,2026-07-30T01:19:19+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,56,39,0.3047,0,72,8.0608,38919280,662343,101836.8
efba5020f521,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T00:34:36+00:00,2026-07-30T00:34:36+00:00,2026-07-30T00:56:41+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,81,42,0.3281,0,47,8.3837,39394462,743356,63166.6
037eb201cae6,swebench-verified · mini-swe-agent · glm,2026-07-29T23:56:08+00:00,2026-07-29T23:56:08+00:00,2026-07-30T00:23:08+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.5202,7860978,103335,1614.5
65c4b3a284b1,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T23:54:24+00:00,2026-07-29T23:54:24+00:00,2026-07-30T00:20:32+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,94,48,0.375,0,34,9.4394,43563906,883654,73230.3
0de035651907,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T23:29:36+00:00,2026-07-29T23:29:36+00:00,2026-07-29T23:53:09+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,107,83,44,0.4112,0,24,8.633,41259946,742586,33742.4
b9495d78d88c,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T23:01:17+00:00,2026-07-29T23:01:17+00:00,2026-07-29T23:27:16+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,127,95,50,0.3937,0,32,9.5508,44672571,864730,49642.4
