job_id,job_name,trial_name,base_group,harness,model,status,resolved,input_tokens,output_tokens,cost_usd,duration_seconds,reason
25b3305f157b,swebenchpro claude-code glm-5.2 errored/unrun rerun (rerun),instance_ansible__ansible-9759e0__XLSsEDr,instance_ansible__ansible-9759e0,claude-code,subconscious/glm-5.2,pending,,,,,,trial never started and has no archived result or efficiency metrics
25b3305f157b,swebenchpro claude-code glm-5.2 errored/unrun rerun (rerun),instance_gravitational__teleport__mMCyQSn,instance_gravitational__teleport,claude-code,subconscious/glm-5.2,pending,,,,,,trial never started and has no archived result or efficiency metrics
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__ZmxPzmi,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1289474,11603,0.234,515,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__aMQHTLi,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1480327,21208,0.291,559.1,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__cUBgfEi,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1834947,16304,0.3314,625.9,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__eMBrH7y,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1493042,16337,0.28,547.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__fQmweyF,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1871355,10791,0.3201,445.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__iZfWe6Q,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,2782941,21668,0.491,645.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__j4FXEKM,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1094388,26140,0.2472,617.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__jXL2iZx,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1154391,14129,0.2244,608.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__m3nVbdL,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,554241,4190,0.1041,466.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__pJi9qQc,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,212933,3552,0.0445,214.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__pd3ko2Y,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,822262,8236,0.1535,397.1,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__qzWSwdq,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,134496,3301,0.0321,284.8,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__rWETVEh,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1916775,12591,0.3336,594.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__rjJni64,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1600459,19334,0.3036,638.7,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__sCEKNa6,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,797062,8272,0.1492,321.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__tmkL4i7,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,120462,2944,0.0281,307,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__urtLVvE,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1733075,19884,0.3268,643.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__vXrpNaB,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,4421365,49166,0.825,1399.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__vhkrWGd,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,163954,3797,0.0399,296.8,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__wkuDTRF,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,711849,7899,0.1353,371.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__xTwVdsU,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,2905176,28787,0.5324,744.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_element-hq__element-web__xqJ4KZU,instance_element-hq__element-web,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1304343,15881,0.2493,778.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__32g5odi,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1061901,8188,0.1899,790.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__3fi67zt,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,672057,10096,0.1339,422.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__4iqjnSZ,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,2593308,33332,0.4977,990.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__67AnHgo,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1151496,16826,0.2282,549.8,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__7vKbAN3,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,2324634,23530,0.4291,703.3,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__8NdJUjh,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1207049,17313,0.2395,583.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__AeCYvgN,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,924450,5074,0.1583,504.1,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__EzjMmZt,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1694059,13536,0.3031,849.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__Fb7y9bC,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,504104,9707,0.1081,529.8,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__HZ5xYsC,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,2299904,27543,0.4363,773.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__Hw8izZU,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,2002669,12285,0.3443,458.7,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__L3A538V,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,43256,1798,0.0127,213.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__Nhy7Ds9,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,378295,4598,0.0736,353.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__NjxMBUy,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1873790,12603,0.3258,542.7,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__RtcZyKp,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,6038075,64741,1.1225,2211.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__SQ2NaSr,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,416073,5137,0.0799,375.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__UgDxU2n,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,3712805,36575,0.6797,1453.7,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__VEBVVpz,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,3700391,29530,0.6575,814.4,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__WYQyt9b,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,2568922,28609,0.4802,769.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__X2vJu5T,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1752020,15309,0.3192,582.6,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__X3AN7jQ,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,646592,7007,0.1222,409.7,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__XDbgMnG,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1305976,8835,0.2291,609.9,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__YdJyxGE,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1699482,11236,0.2959,457.3,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__YptepcZ,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,332135,6740,0.0722,533.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__ZAMmjUS,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,741298,9757,0.1445,942.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__ZhJxLY7,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,1060326,16394,0.2129,408.8,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__chjVfwR,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,2066227,44950,0.4523,910.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__eHFL5Ju,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,3625705,15162,0.6044,900.1,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__eoCPxMp,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,2114106,19660,0.3854,626.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__fb6Rc67,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,1625613,6460,0.2855,1094.5,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__gK2uENV,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,False,2549729,18042,0.4457,585.3,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__h6dqYGg,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,329160,5443,0.0693,299,legacy artifact unavailable; repeated base group prevents exact issue mapping
2f58c5373fa6,bench-runs_swebenchpro-tim-qwen27b-v2_bench-swebenchpro-tim-qwen27b-v2,instance_future-architect__vuls__hvan99i,instance_future-architect__vuls,mini-swe-agent,subconscious/tim-qwen3.6-27b,completed,True,2180898,11630,0.3698,535.2,legacy artifact unavailable; repeated base group prevents exact issue mapping
