canonical_task_id,trial_name,job_id,job_name,job_created_at,job_status,job_imported,harness,model,environment,harbor_runtime,dataset,dataset_version,trial_status,reward,resolved,duration_seconds,agent_exec_seconds,cost_usd,n_input_tokens,n_cache_tokens,n_output_tokens,n_total_tokens,output_tok_s,error_class,error
astropy__astropy-12907,astropy__astropy-12907__n7ivFGi,c57b386851fd,swebench-verified · opencode · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:05Z,complete,False,opencode,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,367.5,252.9,,621254,609600,10436,631690,41.3,,
astropy__astropy-12907,astropy__astropy-12907__zCq5Cuv,ac02f4ca2ef4,swebench-verified · pi · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:10Z,complete,False,pi,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,391.2,217.5,,445383,433280,10733,456116,49.3,,
astropy__astropy-12907,astropy__astropy-12907__mygp8yw,63518ecf1697,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:14Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,222,116.5,,98541,90048,5710,104251,49,,
astropy__astropy-12907,astropy__astropy-12907__a71ae27,1970c693b4a5,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:23Z,cancelled,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,171.3,51.8,0.9151,537623,208896,3697,541320,71.4,,
astropy__astropy-12907,astropy__astropy-12907__mLQqAHP,0017241088a1,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:45Z,cancelled,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,145,55.5,,65442,58432,1791,67233,32.3,,
astropy__astropy-12907,astropy__astropy-12907__8d6125d,a68304ea3a4a,swebench-verified · codex · subconscious/glm-5.2 · Aug 24 11:37,2026-08-24T11:37:23Z,cancelled,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,204.4,105.3,,216050,206720,3327,219377,31.6,,
astropy__astropy-12907,astropy__astropy-12907__317a963,472ee1f9d42c,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 12:05,2026-08-25T12:05:17Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,132.4,47.5,,70213,65216,2246,72459,47.3,,
astropy__astropy-12907,astropy__astropy-12907__617abd5,187f0c30fc5f,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 18:38,2026-08-25T18:38:49Z,failed,False,subconscious-code,subconscious/glm-5.2,e2b,go,swebench-verified,1.0,completed,1,True,141.7,59.1,,106219,99776,2714,108933,45.9,,
astropy__astropy-13033,astropy__astropy-13033__jFNGRyc,63ca9a349e63,swebench-verified · claude-code · glm-5.2,2026-07-03T20:26:56+00:00,complete,False,claude-code,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,276.1,193.9,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13033,astropy__astropy-13033__oex3vCE,342213796bd4,swebench-verified · mini-swe-agent · glm-5.2,2026-07-04T11:26:38+00:00,complete,False,mini-swe-agent,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,426.8,277,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13033,astropy__astropy-13033__ZoLhMuW,1d4355e54894,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:52Z,complete,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,355.3,173.1,6.0041,1679475,574464,7671,1687146,44.3,,
astropy__astropy-13033,astropy__astropy-13033__PHY8cLm,d2cf5ec25625,swebench-verified · mini-swe-agent · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:56Z,complete,False,mini-swe-agent,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,333.1,173.4,0.2063,995956,976512,17998,1013954,103.8,,
astropy__astropy-13033,astropy__astropy-13033__KcikNvW,b1a03feecef5,swebench-verified · codex · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:01Z,complete,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,258.3,155.5,,594438,578688,8669,603107,55.7,,
astropy__astropy-13033,astropy__astropy-13033__X9WyVwG,c57b386851fd,swebench-verified · opencode · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:05Z,complete,False,opencode,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,263.5,140.7,,1405133,1356800,14616,1419749,103.8,,
astropy__astropy-13033,astropy__astropy-13033__KqhQvHX,ac02f4ca2ef4,swebench-verified · pi · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:10Z,complete,False,pi,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,806,432.6,,761630,739584,14818,776448,34.3,,
astropy__astropy-13033,astropy__astropy-13033__VPsqLoW,63518ecf1697,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:14Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,226,135.4,,197123,171776,15626,212749,115.4,,
astropy__astropy-13033,astropy__astropy-13033__06ea981,1970c693b4a5,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:23Z,cancelled,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,253.7,155.8,3.5519,1972365,731136,11473,1983838,73.6,,
astropy__astropy-13033,astropy__astropy-13033__sK4pwKv,0017241088a1,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:45Z,cancelled,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,270.9,190.2,,273201,261888,6004,279205,31.6,,
astropy__astropy-13033,astropy__astropy-13033__a53211b,a68304ea3a4a,swebench-verified · codex · subconscious/glm-5.2 · Aug 24 11:37,2026-08-24T11:37:23Z,cancelled,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,368.2,243.5,,385708,375488,7411,393119,30.4,,
astropy__astropy-13033,astropy__astropy-13033__9e6e186,472ee1f9d42c,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 12:05,2026-08-25T12:05:17Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,165.6,91.5,,168902,161408,4337,173239,47.4,,
astropy__astropy-13236,astropy__astropy-13236__sEoH6pe,63ca9a349e63,swebench-verified · claude-code · glm-5.2,2026-07-03T20:26:56+00:00,complete,False,claude-code,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,286.3,181.1,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13236,astropy__astropy-13236__xmcA5LW,342213796bd4,swebench-verified · mini-swe-agent · glm-5.2,2026-07-04T11:26:38+00:00,complete,False,mini-swe-agent,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,348.2,274.3,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13236,astropy__astropy-13236__6a76tcU,0321bc28f8af,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T03:33:09+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,18.5,,,,,,,,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__4yimQMN,392a63784e18,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T17:00:16+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,173.9,152,0.004,12331,6656,441,12772,2.9,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__sGosXwo,005edf6fd99e,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T17:32:20+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,201.4,187.6,,,,,,,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__AVBV5oR,d2f7ad90bc14,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T18:13:08+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,2.4,,,,,,,,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__FPvAorQ,bd1d2962974a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T22:24:28+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,130.6,116.6,,,,,,,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__fZBk29z,1f0d418d1bed,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T23:41:31+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,37.5,11.4,,,,,,,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__D3XKJkB,0c406a727f39,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:04:43+00:00,cancelled,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,cancelled,,,321.7,123,0.0098,44854,39616,776,45630,6.3,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__TvPJ62n,1d6cd0cdffa9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T05:44:54+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,errored,,,1.6,,,,,,,,endpoint_error,RateLimitException
astropy__astropy-13236,astropy__astropy-13236__xB5fHmc,ec5453c46a32,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T03:03:57+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,458.3,447.3,0.1817,982249,951552,9922,992171,22.2,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__uaqi36Y,2133dc6a96e6,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T03:25:28+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,467.1,363.5,0.048,142339,131712,8354,150693,23,,
astropy__astropy-13236,astropy__astropy-13236__86qNijv,2d7c8a6540ff,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T04:04:56+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,671.7,570.3,0.1931,1035891,1011008,11329,1047220,19.9,,
astropy__astropy-13236,astropy__astropy-13236__FpxTu2M,f635b0579980,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T14:22:06+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,654.7,642.7,0.2284,1213905,1185664,14027,1227932,21.8,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__SAxfrMu,246a9156a882,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T15:02:47+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,762.2,682.3,0.1501,639719,620480,17095,656814,25.1,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__st7a9yY,1557c781b448,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T15:41:06+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,653.6,564.3,0.2342,1300957,1271232,11546,1312503,20.5,,
astropy__astropy-13236,astropy__astropy-13236__fh4kZPg,0e935739a934,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T16:07:45+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,552.9,451.6,0.0787,341488,321280,8158,349646,18.1,,
astropy__astropy-13236,astropy__astropy-13236__KgcTL7z,4f6a7b648506,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T16:40:53+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,631.4,527.5,0.1797,993696,962496,8667,1002363,16.4,,
astropy__astropy-13236,astropy__astropy-13236__hA6kSsH,d9a7b0c70b3b,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T17:23:03+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,695.1,684.4,,,,,,,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__XAVZkuG,db8d33490582,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T23:07:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1023.5,1014.1,0.649,3878232,3814848,19250,3897482,19,,CancelledError
astropy__astropy-13236,astropy__astropy-13236__rtJueQd,1d4355e54894,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:52Z,complete,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,323.8,188.2,7.7456,2143873,731136,5043,2148916,26.8,,
astropy__astropy-13236,astropy__astropy-13236__84faTjM,d2cf5ec25625,swebench-verified · mini-swe-agent · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:56Z,complete,False,mini-swe-agent,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,1729,1644.3,1.2731,7086166,7034432,67461,7153627,41,,
astropy__astropy-13236,astropy__astropy-13236__gHMfASv,b1a03feecef5,swebench-verified · codex · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:01Z,complete,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,632.2,528.2,,545151,526464,7710,552861,14.6,,
astropy__astropy-13236,astropy__astropy-13236__sH4h6c2,c57b386851fd,swebench-verified · opencode · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:05Z,complete,False,opencode,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,855.9,738.9,,3165898,3100096,27664,3193562,37.4,,
astropy__astropy-13236,astropy__astropy-13236__wBiNmhC,ac02f4ca2ef4,swebench-verified · pi · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:10Z,complete,False,pi,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,1278.7,824.3,,398451,380928,19089,417540,23.2,,
astropy__astropy-13236,astropy__astropy-13236__yeLXxSo,63518ecf1697,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:14Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,errored,0,False,407.2,303.8,,,,,,,unknown,NonZeroAgentExitCodeError
astropy__astropy-13236,astropy__astropy-13236__20ce166,1970c693b4a5,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:23Z,cancelled,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,452.7,337.2,,3160711,1096704,8206,3168917,24.3,,
astropy__astropy-13236,astropy__astropy-13236__vxKCJLt,0017241088a1,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:45Z,cancelled,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,259.8,178.2,,170814,158656,5457,176271,30.6,,
astropy__astropy-13236,astropy__astropy-13236__0af8257,a68304ea3a4a,swebench-verified · codex · subconscious/glm-5.2 · Aug 24 11:37,2026-08-24T11:37:23Z,cancelled,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,1297.8,1175.7,,1881861,1816512,21441,1903302,18.2,,
astropy__astropy-13236,astropy__astropy-13236__58a5c21,9ed51bdf1a6b,swebench-verified · claude-code · openai/subconscious/tim-qwen3.6-27b · Aug 24 16:57,2026-08-24T16:57:19Z,cancelled,False,claude-code,openai/subconscious/tim-qwen3.6-27b,e2b,python,swebench-verified,1.0,errored,0,False,297,197.4,0.9181,921643,364700,2944,924587,14.9,endpoint_error,UnknownApiError
astropy__astropy-13236,astropy__astropy-13236__1114122,472ee1f9d42c,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 12:05,2026-08-25T12:05:17Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,182.9,95.7,,188532,177664,4813,193345,50.3,,
astropy__astropy-13236,astropy__astropy-13236__a2592d2,187f0c30fc5f,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 18:38,2026-08-25T18:38:49Z,failed,False,subconscious-code,subconscious/glm-5.2,e2b,go,swebench-verified,1.0,completed,0,False,148.3,67.5,,153729,146496,2714,156443,40.2,,
astropy__astropy-13398,astropy__astropy-13398__7UBjjdd,63ca9a349e63,swebench-verified · claude-code · glm-5.2,2026-07-03T20:26:56+00:00,complete,False,claude-code,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,3131.7,3000,,3892146,3764928,30860,3923006,10.3,trial_timeout,AgentTimeoutError
astropy__astropy-13398,astropy__astropy-13398__eNSfwuF,342213796bd4,swebench-verified · mini-swe-agent · glm-5.2,2026-07-04T11:26:38+00:00,complete,False,mini-swe-agent,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,347.6,273,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13398,astropy__astropy-13398__DGJR75X,1d4355e54894,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:52Z,complete,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,errored,0,False,448.8,128.7,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13398,astropy__astropy-13398__9CM7J6d,d2cf5ec25625,swebench-verified · mini-swe-agent · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:56Z,complete,False,mini-swe-agent,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,782.9,498.2,1.0464,5970502,5908032,47150,6017652,94.6,,
astropy__astropy-13398,astropy__astropy-13398__Ktpkm2u,b1a03feecef5,swebench-verified · codex · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:01Z,complete,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,1225.4,1074.9,,1185664,1071872,19761,1205425,18.4,,
astropy__astropy-13398,astropy__astropy-13398__bTeqrfH,c57b386851fd,swebench-verified · opencode · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:05Z,complete,False,opencode,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,1248,1132.2,,9365010,9263168,90887,9455897,80.3,,
astropy__astropy-13398,astropy__astropy-13398__zqTwAeZ,ac02f4ca2ef4,swebench-verified · pi · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:10Z,complete,False,pi,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,715.6,212.8,,326821,303104,5723,332544,26.9,,
astropy__astropy-13398,astropy__astropy-13398__FBHiEeq,63518ecf1697,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:14Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,errored,0,False,438.2,328.5,,,,,,,unknown,NonZeroAgentExitCodeError
astropy__astropy-13398,astropy__astropy-13398__836db08,472ee1f9d42c,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 12:05,2026-08-25T12:05:17Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,0,False,367.8,253.5,,708968,653056,18323,727291,72.3,,
astropy__astropy-13398,astropy__astropy-13398__635e609,187f0c30fc5f,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 18:38,2026-08-25T18:38:49Z,failed,False,subconscious-code,subconscious/glm-5.2,e2b,go,swebench-verified,1.0,completed,0,False,231.9,133.2,,370689,339712,4367,375056,32.8,,
astropy__astropy-13453,astropy__astropy-13453__rjehvxq,63ca9a349e63,swebench-verified · claude-code · glm-5.2,2026-07-03T20:26:56+00:00,complete,False,claude-code,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,260.3,183.4,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13453,astropy__astropy-13453__tGqkEvm,342213796bd4,swebench-verified · mini-swe-agent · glm-5.2,2026-07-04T11:26:38+00:00,complete,False,mini-swe-agent,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,344.4,275.6,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
astropy__astropy-13453,astropy__astropy-13453__Ya4dwjH,0e935739a934,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T16:07:45+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,68.9,,,,,,,,,CancelledError
astropy__astropy-13453,astropy__astropy-13453__PatUHK6,4f6a7b648506,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-30T16:40:53+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,64.4,45.8,,,,,,,,CancelledError
astropy__astropy-13453,astropy__astropy-13453__BwWBmjC,db8d33490582,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-31T23:07:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,69.9,59.2,0.0085,31981,21376,689,32670,11.6,,CancelledError
